stock_exchange,corp_ticker,corp_name_listed,corp_name_local,corp_name_en,corp_id,biz_id,date_founded,date_listed,status_listing,ceo_name,addr_local,homepage,tel_no,fax_no,settle_period
K,006910,보성파워텍,보성파워텍(주),"BOSUNG POWER TECHNOLOGY CO., LTD.",1301110007765.0,1348102237,19701121,1994/09/07,ac,임재황,충청북도 충주시 주덕읍 대창길 70 -,www.bosungpower.co.kr,031 -491 -0311,031-491-5317,12
Y,000890,보해양조,보해양조(주),"BOHAE BREWERY CO.,LTD",2011110000036.0,4118100209,19521111,1988/09/23,ac,조영석,전라남도 목포시  호남로68번길 36 보해양조(주),www.bohae.co.kr,061-243-3141,(061)242-7001,12
K,226340,본느,(주)본느,"Bonne Co., Ltd.",1101115794478.0,5298600091,20150728,2015/11/05,ac,강은실,서울특별시 강남구 선릉로90길 14 프레티늄 빌딩,,02-3787-2429,,12
K,008470,부스타,(주)부-스타,"BOOSTER CO., LTD.",1243110002628.0,1308102064,19730126,2011/02/23,ac,유승협,충청북도 진천군  이월면 고등2길 18 (주)부스타보일러,www.booster.co.kr,043-536-9107,02-3661-0549,12
Y,003000,부광약품,부광약품(주),"BUKWANG PHARMACEUTICAL IND CO.,LTD",1101110030405.0,1188100450,19601017,1988/08/05,ac,이제영,서울특별시 동작구  대방동1길 47,www.bukwang.co.kr,02-828-8114,02)8288-059,12
Y,001270,부국증권,부국증권(주),"BOOKOOK SECURITIES CO.,LTD",1101110031510.0,1168108723,19540825,1988/07/19,ac,박현철,서울 영등포구 여의도동 34-2,www.bookook.co.kr,02-368-9200,368-9293,12
Y,026940,부국철강,부국철강(주),Bookook Steel,2001110001407.0,4108105725,19760823,2008/10/14,ac,남상규/손일호,광주광역시 광산구 하남산단9번로 90 (안청동),www.bks.co.kr,062-954-3806,062 -954 -3818,12
K,014470,부방,(주)부방,"Bubang Co., Ltd.",1101110265523.0,1208131617,19791214,1994/02/25,ac,박규원,서울특별시 강남구  삼성로 528 부방빌딩,www.bubang.com,02-6900-1849,02-569-8982,12
Y,011390,부산산업,부산산업(주),"BUSAN INDUSTRIAL CO.,LTD",1101110522618.0,6068156897,19760515,1990/09/14,ac,정영교,부산광역시 사상구 장인로 35 (감전동),www.busanind.co.kr,051-315-8338,051-325-7545,12
Y,005030,부산주공,부산주공(주),"PUSAN CAST IRON CO.,LTD",1801110002682.0,6068101596,19670427,1975/12/26,ac,장세훈,부산광역시 기장군 장안읍 신소재산단1로 10 부산주공(주),www.pci21c.com,051-780-5980,051-780-5907,12
K,338220,뷰노,주식회사 뷰노,"VUNO, Inc.",1348110319279.0,1358650644,20141210,2021/02/26,ac,이예하,서울특별시 서초구 강남대로 479 9층,www.vuno.co,02-515-6646,02-515-6647,12
K,100120,뷰웍스,(주)뷰웍스,"Vieworks Co., Ltd.",1101111775894.0,1208193796,19990918,2009/04/10,ac,김후식,경기도 안양시 동안구 부림로 17041-3,www.vieworks.com,070-7011-6161,031-737-4954,12
K,406820,뷰티스킨,(주)뷰티스킨,"BEAUTYSKIN Co., Ltd.",1201110590960.0,1378615890,20111207,2023/07/24,ac,"김종수, 최범석",인천광역시 서구 염곡로14번길 27,beautyskincorp.co.kr/,070-7733-3577,032-577-4016,12
K,099390,브레인즈컴퍼니,브레인즈컴퍼니(주),"Brainzcompany Co., Ltd.",1101111909865.0,2208180932,20000316,2021/08/19,ac,강선근,서울특별시 성동구 성수이로 87,www.brainz.co.kr,02-2205-6001,02-2205-6019,12
K,064480,브리지텍,(주)브리지텍,BRIDGETECCorp.,1101111143950.0,1168153835,19950331,2008/06/04,ac,신경식,"서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 17,18층",www.bridgetec.co.kr,02-3430-4114,02-564-9980,12
K,365900,브이씨,(주)브이씨,VC Inc.,1101113197088.0,2098139552,20050401,2022/02/24,ac,김준오,"서울특별시 강남구 테헤란로108길 23 대치동, 보이스캐디 사옥",www.voicecaddie.co.kr,02-583-3100,02-538-3105,12
K,089970,브이엠,브이엠(주),VM Inc.,1348110068248.0,1248193411,20020222,2018/08/23,ac,"최우형, 임종필 (각자 대표이사)",경기도 이천시 마장면 서이천로 58-47,www.vmsemi.com,031-645-1000,031-645-1100,12
K,251630,브이원텍,(주)브이원텍,"V-ONE TECH CO., LTD.",1311110164978.0,1298198032,20060530,2017/07/13,ac,"김선중, 김민 (각자대표이사)",경기도 성남시 수정구 금토로 61 (금토동),www.v-one.co.kr,031-607-5540,031-607-5542,12
K,018290,브이티,(주)브이티,"VT Co., Ltd.",1101110509872.0,2028135574,19861107,1994/09/07,ac,"강승곤,정철",경기도 파주시  산업단지길 139 (주)G.M.P,www.vtgmpcorp.co.kr,031-943-5000,031 -942 -8812,12
K,478560,블랙야크아이앤씨,주식회사 블랙야크아이앤씨,"BLACK YAK I&C CO.,LTD",1101115201431.0,1198675454,20130808,2025/01/21,ac,김태효,서울특별시 서초구 바우뫼로 201 &nbsp,www.blackyakinc.com,02-2286-9354,02-2286-9482,12
K,439580,블루엠텍,(주)블루엠텍,"BLUEMTEC CO., LTD.",1358110266776.0,5888700059,20150326,2023/12/13,ac,김현수,경기도 평택시 청북읍 드림산단1로 45 -,www.bluemtec.com,031-548-1988,,12
K,033560,블루콤,(주)블루콤,"BLUECOM CO.,LTD",1101110808357.0,1128129823,19911007,2011/01/26,ac,"김종규, 김태진",인천광역시 서구 첨단기술로 33 -,www.bluec.co.kr,032-810-0500,032-810-0600,12
K,369370,블리츠웨이엔터테인먼트,(주)블리츠웨이엔터테인먼트,"Blitzway Entertainment Co., Ltd.",1101117655868.0,6408701749,20201020,2020/12/23,ac,"최승원, 이승우 (각자 대표이사)","서울특별시 강남구 논현로131길 35 (논현동, 리손빌)",http://blitzwayentertainment.com,02-512-7692,0505-088-4873,12
K,126340,비나텍,비나텍주식회사,"VINA TECH CO.,LTD",1341110067418.0,1238149760,19990726,2020/09/23,ac,성도경,전라북도 전주시 덕진구 운암로 15,www.vina.co.kr,063-715-3020,063-715-3021,12
K,121800,비덴트,(주)비덴트,"Vidente Co., Ltd.",1101112476376.0,1078614610,20020320,2011/12/01,ac,임정근,"서울특별시 금천구  가산디지털1로 84 (가산동, 에이스하이엔드 8차 12층)",www.vidente.co.kr,070-8668-6611,02-6123-3201,12
K,082800,비보존 제약,(주)비보존제약,"VIVOZON PHARMACEUTICAL CO., LTD.",1358110085019.0,1248199564,20020822,2005/11/18,ac,장부환,경기도 화성시 향남읍 제약공단2길 34-40,www.vivozonpharm.com,02-3434-7600,031-210-7905,12
K,318410,비비씨,비비씨 주식회사,"Best Bristle Company Co., Ltd.",1601110243678.0,3148198760,20080619,2020/09/21,ac,"강기태,전용태",대전광역시 대덕구 문평동로 25 -,bestbristle.com,042-932-9773,042-933-9773,12
Y,002070,비비안,(주)비비안,VIVIEN CORPORATION,1101110030934.0,1078111092,19570614,1976/07/13,ac,손영섭,서울특별시 용산구  서빙고로51길 52,www.vivien.co.kr,02-3780-1114,02-3780-1534,12
Y,100220,비상교육,(주)비상교육,VISANG EDUCATION INC,1101112427098.0,2118707735,20020121,2008/06/30,ac,양태회,경기도 과천시 과천대로2길 54 그라운드브이 14층,www.visang.com,154-4055-4,0504-367-5241,12
K,419540,비스토스,주식회사 비스토스,"Bistos Co., Ltd.",1101112317653.0,1208625954,20010827,2022/10/18,ac,이후정,경기도 성남시 중원구 갈마치로 302 우림라이온스빌딩5차 A동 7층,www.bistos.co.kr/korean,031-750-0340,031-750-0344,12
K,146320,비씨엔씨,비씨엔씨(주),"BCnC Co., Ltd.",1342110058902.0,1268172260,20030619,2022/03/03,ac,김돈한,경기도 이천시 신둔면 마소로57번길 25,www.bcnc.co.kr,031-638-8434,031-638-8436,12
K,200780,비씨월드제약,(주)비씨월드제약,"BCWORLDPHARM Co., Ltd.",1243110005515.0,1398111269,19800319,2014/12/15,ac,홍성한,경기도 여주시 가남읍 여주남로 872-23,www.bcwp.co.kr,031-881-6800,,12
K,413640,비아이매트릭스,(주)비아이매트릭스,"BI MATRIX Co., Ltd.",1101113200360.0,1208679936,20050402,2023/11/09,ac,배영근,"서울특별시 강남구 선릉로 433, 신관 17층(역삼동)",www.bimatrix.co.kr,02-561-4475,02-561-4479,12
K,141000,비아트론,(주)비아트론,"Viatron Technologies, Inc.",1101112405721.0,1198152946,20011226,2012/05/04,ac,김 형 준,경기도 수원시 권선구 산업로155번길 139 (고색동),www.viatrontech.com,070-4016-3200,031-227-6540,12
Y,090460,비에이치,(주)비에이치,"BHCo.,Ltd.",1350110087483.0,1228157587,19990310,2023/06/20,ac,최영식,인천광역시 부평구 평천로199번길 25,www.bhe.co.kr,032-510-2000,032-514-8677,12
K,083650,비에이치아이,비에이치아이주식회사,"BHI Co., LTD.",1943110006262.0,6158108287,19980612,2005/12/02,ac,"우종인, 조원래 (각자 대표이사)",경상남도 함안군  군북면 장백로 122,www.bhi.co.kr,055-585-3800,055-585-3805,12
K,139050,BF랩스,(주)비에프랩스,"BFLABS Co.,LTD.",1211110142596.0,1388132903,20060220,2011/07/29,ac,"한상우, 조영중 (공동대표이사)",경기도 안양시 만안구 예술공원로 153-323층(석수동 825-1 3층),-,031-470-4803,031-388-4827,12
K,065170,비엘팜텍,(주)비엘팜텍,BL Pharmtech Corp.,1545110007397.0,3038113820,19950217,2002/11/19,ac,박영철,"경기도 용인시 수지구 신수로 767 134호(동천동, 분당수지유타워 지식산업센터)",www.blpharmtech.com,02-3401-4490,02-400-5796,12
K,086670,비엠티,(주)비엠티,"BMTCo.,Ltd.",1801110331502.0,6068128130,20000726,2007/11/02,ac,윤종찬,부산광역시 기장군 장안읍 신소재산단2로 17 -,superlok.com,055-783-1000,055-783-1030,12
K,335890,비올,(주)비올,"VIOL Co., Ltd.",1101117221677.0,1268682517,20190902,2019/12/03,ac,이은천,"경기도 성남시 분당구 판교로 744 분당테크노파크 C동 808호,809호",www.viol.co.kr,031-8017-7893,02-6915-5804,12
K,230980,비유테크놀러지,(주)비유테크놀러지,B.U Technology,1101115868041.0,7218600251,20151022,2016/03/02,ac,위용현,부산광역시 강서구 명지국제2로28번길 34 에코팰리스 318호,www.aiitone.com,02-852-1007,02-851-0888,12
K,126600,BGF에코머티리얼즈,(주)비지에프에코머티리얼즈,"BGFecomaterials CO., LTD.",1350110079381.0,1338134551,19971013,2010/11/12,ac,홍정혁,경기도 화성시  장안면 상두원길 142,www.bgfecomaterials.com,031-499-2195,031-499-2199,12
K,082920,비츠로셀,(주)비츠로셀,"VITZROCELL Co.,Ltd.",1101110548771.0,3118101999,19871031,2009/10/28,ac,장승국,충청남도 당진시 합덕읍 인더스파크로 70 -,www.vitzrocell.com,041-330-0236,02-466-2117,12
K,054220,비츠로시스,(주)비츠로시스,"VitzroSys., Co. LTD",1101110657275.0,2188101953,19891104,2001/12/26,ac,이기재,"서울특별시 금천구 가산디지털1로 225 5층 513~515호(가산동, 에이스가산포휴)",www.vitzrosys.com,(02)460-2000,02-461-8030,12
K,042370,비츠로테크,(주)비츠로테크,"Vitzro Tech Co.,LTD.",1101110086169.0,1348108395,19680130,2000/08/03,ac,"유병언, 장범수",경기도 안산시 단원구  별망로 327 비츠로테크,www.vitzrotech.com,02  -4602-021,02  -466-2117,12
K,050090,비케이홀딩스,(주)비케이홀딩스,"BK Holdings CO.,LTD.",1760110022266.0,5138118626,20000617,2004/06/29,ac,"홍석규, 고승범 각자대표",경상북도 구미시 산동읍 신당2로 23 골든프라자 제1동 3층,www.phoenixmaterials.kr,054-473-0886,054-467-6689,12
K,148780,비큐AI,(주)비큐에이아이,BECU AI Inc.,1401110011243.0,2218113339,19980825,2022/06/20,ac,임경환,서울특별시 중구 퇴계로 385 준타워 9층,becuai.com,02-3487-0215,02-3487-0216,12
K,307870,비투엔,(주)비투엔,"B2En Co., Ltd.",1101116869965.0,3028700950,20180912,2018/12/12,ac,"이창현, 김기훈 (각자 대표이사)",서울특별시 용산구 서빙고로51길 52 2층(서빙고동),www.b2en.com,02-2636-0090,02-778-9258,12
K,377030,비트맥스,비트맥스(주),"BITMAX CO., LTD",1101114445072.0,1148683769,20101007,2021/07/27,ac,홍상혁,"서울특별시 강남구 남부순환로 351길4, 2층(도곡동 STAY77) -",bitmax.im,02-585-9566,02-586-9566,12
K,032850,비트컴퓨터,(주)비트컴퓨터,BITComputer,1101110397699.0,2208129726,19850418,1997/07/04,ac,"전 진 옥, 조 현 정",서울특별시 서초구 서초대로74길 33,www.bit.co.kr,02  -3486-1234,02  -3486-5555,12
K,238200,비피도,주식회사 비피도,BIFIDO. Co. Ltd,1101111787378.0,1198132746,19991012,2018/12/26,ac,"이원범, 박명수(각자대표)",강원도 홍천군 홍천읍 농공단지길 23-16,bifido.com,033-435-4962,070-7545-0189,12
K,093190,빅솔론,(주)빅솔론,"BIXOLONCo.,Ltd",1358110087297.0,1248602593,20021114,2007/08/20,ac,노현철 단독 대표이사 ,경기도 성남시 분당구 판교로 344 아이디스타워 5층,www.bixolon.com,031-218-5500,031-218-5589,12
K,065450,빅텍,(주)빅텍,"VICTEK. Co., Ltd.",1341110048674.0,1238139826,19960109,2003/02/05,ac,임만규,인천광역시 연수구 연구단지로55번길 25 -,www.victek.co.kr,032-813-7301,031-631-7311,12
K,044480,빌리언스,(주)빌리언스,"Billions Co.,Ltd.",1501110000765.0,3158100385,19730523,2001/01/11,ac,"박종진, 심화석(각자대표이사)",충청북도 증평군  증평읍 광장로 473-3 (주)유니더스,www.unidusok.com,02-2203-3835,02-424-5760,12
Y,005180,빙그레,(주)빙그레,"BINGGRAE CO.,LTD",1152110000287.0,1328100631,19670913,1978/08/31,ac,김광수,경기도 남양주시 미금로65번길 45 (도농동) (주)빙그레,www.bing.co.kr,02-2022-6000,0502-790-7096,12
K,069540,빛과전자,(주)빛과전자,LIGHTRON FIBER-OPTIC DEVICES INC.,1601110075170.0,3148123352,19981027,2004/02/13,ac,"김민호, 배기복(각자대표)",대전광역시 대덕구 문평동로 68,www.lightron.co.kr,(042)930-7700,042-930-7789,12
K,072950,빛샘전자,빛샘전자(주),"VISSEM Electronics Co., Ltd.",1301110049246.0,1248158831,19981103,2012/03/21,ac,"강만준, 강명구 (각자대표)",경기도 용인시 기흥구  언동로 53-11 빛샘전자 (청덕동),www.vissem.com,031-288 -3420,031-288-3490,12
K,451250,삐아,(주)삐아,"BBIA.CO.,LTD.",1411110024675.0,2268132030,20040311,2024/04/25,ac,박광춘,인천광역시 연수구 컨벤시아대로 165 32층,www.bbiacosmetic.com/,070-5129-8082,032-719-4804,12
K,143240,사람인,(주)사람인,"Saramin Co., Ltd.",1101113318387.0,1138600917,20051007,2012/02/21,ac,황현순,서울특별시 강서구 공항대로 165 C동 11층(마곡동),www.saramin.co.kr,02-2025-4733,02-6937-0035,12
K,466410,사이냅소프트,(주)사이냅소프트,Synapsoft Corp.,1101112035172.0,2148664984,20000726,2024/11/19,ac,전경헌,서울특별시 강서구 마곡중앙4로 62,/www.synapsoft.co.kr,02-2039-3780,,12
Y,003960,사조대림,(주)사조대림,SAJODAERIM CORPORATION,1101110042278.0,1148134190,19640501,1976/09/16,ac,김상훈,서울특별시 서초구 남부순환로 2159,dr.sajo.co.kr,02-3470-6000,(02)523-8900,12
Y,008040,사조동아원,사조동아원(주),"SAJODONGAONE CO.,LTD",1244110000662.0,1368101103,19720726,1989/06/24,ac,이창주,서울특별시 서초구 방배천로2길 12 사조빌딩,do.sajo.co.kr,02-789-9565,02-789-5109,12
Y,007160,사조산업,사조산업(주),"SAJO INDUSTRIES CO.,LTD",1101110112328.0,1108109699,19710319,1989/07/25,ac,"주진우, 김치곤(각자대표)",서울특별시 서대문구  통일로 107-39 사조산업빌딩 5층,www.sajo.co.kr,02-3277-1600,02)392-1100,12
Y,014710,사조씨푸드,사조씨푸드(주),"SAJO SEA FOOD CO.,LTD",1101110271596.0,1208116542,19800327,2012/06/29,ac,김치곤,"서울특별시 서대문구 통일로 107-39 502(충정로2가, 사조빌딩)",www.sajosf.co.kr,02-721-6555,02-721-6565,12
Y,006090,사조오양,(주)사조오양,OYANG CORPORATION,1101110104820.0,1048127881,19690609,1986/12/24,ac,박정훈,서울특별시 서초구 남부순환로 2159 (방배동),www.sajooy.com,02-3470-6030,02)721-6510,12
K,223310,사토시홀딩스,사토시홀딩스(주),"Satoshi Holdings Co., Ltd.",1101114519281.0,1138645520,20110119,2015/12/24,ac,"홍상혁, 유병길 (공동대표이사)",서울특별시 강남구 선릉로135길 5 -,satoshi.holdings,02-3012-0033,02-3012-0066,12
K,452430,사피엔반도체,(주)사피엔반도체,Sapien Semiconductors Inc.,2301110281186.0,3848700893,20170829,2024/02/19,ac,이명희,경기도 성남시 수정구 창업로 43 판교글로벌비즈센터 A동 601~613호,www.sapien-semicon.com,031-623-0380,02-6405-8223,12
K,419120,산돌,(주)산돌,"Sandoll, Inc.",1101116908870.0,5828801149,20181029,2022/10/27,ac,윤영호 (단독대표),서울특별시 성동구 아차산로17길 49 601-612호,www.sandoll.co.kr,1688-4001,02-742-0310,12
Y,062040,산일전기,산일전기(주),"SANIL ELECTRIC CO., LTD",1101111020728.0,1398125410,19940326,2024/07/29,ac,"박동석, 한익희 (공동대표)",경기도 안산시 단원구 시화벤처로 481,www.sanil.co.kr,031-319-4411,031-432-2163,12
K,122350,삼기,(주)삼기,SAMKEE CORP.,1101114249458.0,1068669145,20091224,2010/03/19,ac,"김치환, 이동원",충청남도 서산시 지곡면 무장산업로 263-29 -,www.samkee.com,031-680-0826,031-682-0808,12
K,419050,삼기에너지솔루션즈,(주)삼기에너지솔루션즈,"SAMKEE ENERGY SOLUTIONS CO.,LTD",1614110049889.0,8208701952,20201012,2023/02/03,ac,김치환,충청남도 서산시 지곡면 무장산업로 263-29,ev.samkee.com,031-724-5905,031-682-0808,12
K,014970,삼륭물산,삼륭물산(주),Samryoong,1156110001401.0,1288103148,19800825,1992/12/29,ac,조홍로,경기도 파주시 월롱면 통일로644번길 35,www.srpack.com,02-499-0091,032-321-1851,12
K,018310,삼목에스폼,삼목에스폼(주),"SAMMOK S-FORM CO.,LTD.",1101110400377.0,1338123898,19850607,1996/05/03,ac,엄석호,경기도 안성시  미양면 안성맞춤대로 474-40,www.sammok.co.kr,02-561-0941,02  -561 -5194,12
K,053700,삼보모터스,삼보모터스(주),"SAMBO MOTORS CO., LTD.",1101110545529.0,2158126391,19870925,2001/11/06,ac,이재하,대구광역시 달서구  성서동로 142,www.sambomotos.co.kr,053-582-9230,053-582-9240,12
K,009620,삼보산업,삼보산업 주식회사,"SAMBO Industrial Co., Ltd.",1801110020246.0,6098116685,19740208,1993/12/07,ac,"이태용, 최재훈 (각자대표이사)",경상남도 창원시 진해구  남의로21번길 36,www.samboind.com,055 -552-7130 -,055 -541 -0135,12
K,023600,삼보판지,삼보판지(주),"SAMBO CORRUGATED BOARD CO.,LTD.",1243110011322.0,1308112669,19810723,1996/05/29,ac,류진호,경기도 시흥시 공단1대로28번길 120 (정왕동),www.isambo.com,031-319-6523,031-319-8118,12
Y,001470,삼부토건,삼부토건(주),"SAMBU CONSTRUCTION CO.,LTD",1101110041634.0,1048100771,19550514,1976/06/26,ac,오일록,서울특별시 종로구 종로41길 25 한덕빌딩 8-10층,www.sambu.co.kr,02-2036-8000,02)756-3908,12
Y,028050,삼성E&A,삼성이앤에이(주),"SAMSUNG E&A CO.,LTD",1101110240509.0,1208156184,19781019,1996/12/24,ac,남궁홍,서울특별시 강동구 상일동 500 삼성 GEC,www.samsungena.com,02-2053-3000,02-3458-4090,12
Y,448730,삼성FN리츠,삼성에프엔위탁관리부동산투자회사 주식회사,"SamsungFN REIT Co., Ltd.",1101118376893.0,5478702513,20220726,2023/04/10,ac,이명규,서울특별시 서초구 서초대로74길 4,www.samsungfnreit.com/,070-4492-0769,0221800903,1
Y,006400,삼성SDI,삼성SDI(주),"SAMSUNG SDI CO.,LTD",1101110394174.0,1248131282,19700120,1979/02/27,ac,최주선,경기도 용인시 기흥구  공세로 150-20,www.samsungsdi.co.kr,031-8006-3100,031-8006-3968,12
Y,006660,삼성공조,삼성공조(주),"SAMSUNG CLIMATE CONTROL CO.,LTD",1942110000034.0,6098102070,19700611,1987/11/28,ac,고호곤,경상남도 창원시 성산구  연덕로 176 삼성공조(주),www.samsungcc.co.kr,055-280-2737,055-282-0821,12
K,448740,삼성스팩8호,삼성기업인수목적8호(주),SAMSUNG SPECIAL PURPOSE ACQUISITION 8 COMPANY,1101118463442.0,7558102602,20221031,2023/03/02,ac,안신영,서울특별시 서초구 서초대로74길 11,,02-2020-6662,,12
Y,028260,삼성물산,삼성물산(주),SAMSUNG C&T CORPORATION,1101110015762.0,2028145975,19631223,2014/12/18,ac,"오세철, 정해린, 이재언",서울특별시 강동구 상일로6길 26 -,www.samsungcnt.com,02-2145-5114,,12
Y,207940,삼성바이오로직스,삼성바이오로직스(주),"SAMSUNG BIOLOGICS CO.,LTD.",1201110566317.0,1318627632,20110422,2016/11/10,ac,임존종보 (Rim John Chongbo),인천광역시 연수구 송도바이오대로 300,www.samsungbiologics.com,032-455-3114,032-455-3825,12
Y,032830,삼성생명,삼성생명보험(주),"Samsung Life Insurance co., Ltd",1101110005953.0,1048126688,19570404,2010/05/12,ac,홍원학,서울특별시 서초구 서초대로74길 11 (서초동) 삼성생명보험 주식회사,www.samsunglife.com,02-751-8157,02-751-8100,12
Y,018260,삼성에스디에스,삼성에스디에스(주),"SAMSUNG SDS CO., LTD.",1101110398556.0,1108128774,19850501,2014/11/14,ac,이준희,서울특별시 송파구 올림픽로35길 125(신천동),www.samsungsds.com,02-6155-3114,02-6155-0257,12
Y,009150,삼성전기,삼성전기(주),"SAMSUNG ELECTRO-MECHANICS CO.,LTD",1301110001626.0,1248100979,19730808,1979/02/27,ac,장덕현,경기도 수원시 영통구  매영로 150,www.sem.samsung.co.kr,031-210-5114,031-210-5087,12
Y,005930,삼성전자,삼성전자(주),"SAMSUNG ELECTRONICS CO,.LTD",1301110006246.0,1248100998,19690113,1975/06/11,ac,전영현,경기도 수원시 영통구  삼성로 129 (매탄동),www.samsung.com/sec,02-2255-0114,031-200-7538,12
Y,001360,삼성제약,삼성제약(주),"SAMSUNG PHARMACEUTICAL.CO.,Ltd.",1101110032568.0,2078100726,19290815,1975/07/04,ac,정성택 대표이사,경기도 화성시 향남읍 제약공단4길 10 -,www.sspharm.co.kr,031-353-6681,031-8016-2179,12
Y,010140,삼성중공업,삼성중공업(주),"SAMSUNG HEAVY INDUSTRIES CO.,LTD",1101110168595.0,1208152780,19740805,1994/01/28,ac,최성안,경기도 성남시 분당구 판교로227번길 23 삼성중공업 판교R&D센터,www.samsungshi.com,031-5171-7000,031-5171-7124,12
Y,016360,삼성증권,삼성증권(주),"SAMSUNG SECURITIES CO.,LTD",1101110335649.0,2028148588,19821019,1988/03/28,ac,박종문,서울특별시 서초구 서초대로74길 11 (서초동),www.samsungpop.com,02-2020-8000,02)2020-8077,12
Y,068290,삼성출판사,(주)삼성출판사,"SAMSUNG PUBLISHING CO.,LTD",1101112559411.0,2148714287,20020702,2002/08/05,ac,김진용,서울특별시 서초구  명달로 94 (주)삼성출판사,www.samsungbooks.com,02-3470-6800,02)568-9456,12
Y,029780,삼성카드,삼성카드(주),"SAMSUNG CARD CO.,LTD",1101110346901.0,2028145602,19830324,2007/06/27,ac,김이태,서울특별시 중구  세종대로 67,www.samsungcard.co.kr,02-1588-8700,757-6056,12
Y,000810,삼성화재해상보험,삼성화재해상보험(주),"SAMSUNG FIRE & MARINE INSURANCE CO.,LTD",1101110005078.0,2028145617,19520126,1975/06/30,ac,이문화,서울특별시 서초구 서초대로74길 14 (서초동),www.samsungfire.com,02-1588-5114,0505-161-1614,12
Y,006110,삼아알미늄,삼아알미늄(주),"SAMA ALUMINIUM CO.,LTD",1341110002365.0,1238101882,19690625,1980/12/05,ac,"한남희, 김진범",경기도 평택시 포승읍 평택항로 92 삼아알미늄 주식회사,www.sama-al.com,031-467-6800,025549990,12
K,009300,삼아제약,삼아제약(주),Sam-A Pharm. Co. Ltd,1341110000765.0,1388105823,19731004,2000/07/19,ac,허 준,강원도 원주시 문막읍 동화공단로 49,www.samapharm.co.kr,02-2056-7200,02-2056-7388,12
Y,145990,삼양사,(주)삼양사,Samyang Corporation,1101114720945.0,1018666838,20111103,2011/12/05,ac,"최낙현, 강호성",서울특별시 종로구 종로33길 31 삼양사,www.samyangcorp.com,02-740-7114,02-740-7140,12
Y,003230,삼양식품,삼양식품(주),Samyang Foods Inc.,1101110034308.0,1028105450,19610915,1975/06/30,ac,"김정수, 김동찬",서울특별시 성북구  오패산로3길 104,www.samyangfoods.com,02-940-3000,02-917-5536,12
K,482630,삼양엔씨켐,(주)삼양엔씨켐,SAMYANG NC Chem Corp.,1314110209166.0,1348646467,20080306,2025/02/03,ac,정회식,경기도 화성시 동탄면 동탄산단7길 98-34,www.samyangncchem.com,031-378-0114,031)378-0134,12
K,484590,삼양컴텍,주식회사 삼양컴텍,"SAMYANG COMTECH CO., LTD.",1101110035728.0,2298115613,19621222,2025/08/18,ac,김종일,"서울특별시 서초구 반포대로27길 16, 8층(서초동, 파크빌딩)",samyangct.irpage.co.kr/,0234885522,02-521-3111,12
K,036670,삼양케이씨아이,(주)삼양케이씨아이,Samyang KCI Corporation,1244110011884.0,1338126385,19910713,2001/01/03,ac,이진용,충남 서산시 대산읍 대죽리 13-7,www.kciltd.com,031 -497 -6411,02-855-0178,12
Y,002170,삼양통상,삼양통상(주),SAMYANGTONGSANG LTD,1101110033433.0,2208130276,19571012,1989/11/10,ac,"허준홍, 정대락 (2인 각자 대표이사)",서울특별시 강남구 테헤란로 301(역삼동) 삼정개발빌딩 6층,www.samyangts.com,02-3453-3961,02-3453-0756,12
Y,272550,삼양패키징,주식회사 삼양패키징,SAMYANG PACKAGING CORPORATION,1101115554418.0,1018693655,20141101,2017/11/29,ac,김재홍,서울특별시 종로구 종로33길 31,www.samyangpackaging.co.kr/,02-740-7827,02-740-7766,12
Y,000070,삼양홀딩스,(주)삼양홀딩스,Samyang Holdings Corporation,1101110026181.0,2088101320,19241001,1968/12/27,ac,"엄태웅, 김경진",서울특별시 종로구 종로33길 31,www.samyang.com,02-740-7114,744-4005,12
K,060310,3S,(주)삼에스코리아,"3S KOREA CO., LTD",1101110746474.0,1298116215,19910128,2002/04/23,ac,정완영,서울특별시 금천구 가산디지털1로 75-24 1310호,www.3sref.com,02-896-9474,02-896-9376,3
Y,002810,삼영무역,삼영무역(주),"SAMYUNG TRADING CO.,LTD",1101110027569.0,1058155304,19591016,1988/03/28,ac,이승용,서울특별시 마포구  양화로 111,www.samyung.co.kr,02-320-4000,338-3033,12
Y,003720,삼영,(주)삼영,"SAMYOUNG CO.,LTD.",1101110010001.0,1138106556,19590410,1976/06/30,ac,"이석준, 조영한","서울특별시 종로구 청계천로 35 13층(서린동, 관정빌딩)",www.sycc.co.kr,02-757-2291-3,757-2296,12
K,361670,삼영에스앤씨,주식회사 삼영에스앤씨,"SAMYOUNG S&C CO., LTD.",1311110050086.0,1298135115,20000612,2021/05/21,ac,박상익,경기도 성남시 중원구 둔촌대로 446,samyoungsnc.com,031-741-1830,031-742-1821,12
K,054540,삼영엠텍,삼영엠텍(주),SAMYOUNG M-TEK C0. LTD.,1943110005149.0,6088127893,19970129,2001/11/15,ac,전창옥,경상남도 함안군 칠서면 삼칠로 631-35,www.symtek.co.kr,055-589-7000,055-586-0080,12
K,065570,삼영이엔씨,삼영이엔씨(주),"Samyung ENC Co., Ltd.",1801110172667.0,6018126156,19950206,2003/01/21,ac,김중철,부산광역시 영도구  상리로 69,www.samyungenc.com,(051)601-6666,02-569-6243,12
