corp_code,corp_name,corp_name_eng,krx_code,stock_code,stock_name,corp_cls,corp_cls_l,jurir_no,bizr_no,ceo_nm,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,lst_dt,acc_mt,sec_cls,market_div,stock_type,par_val,iss_shr,modify_date
01275665,(주)리메드,"REMED CO.,LTD.",KR7302550009,302550,리메드,K,KOSDAQ,1311110100021,1298164250,이근용,충청북도 청주시 흥덕구 오송읍 오송생명2로 84 -,remed.kr,,031-696-4899,031-696-4877,27199,20030731,2019/12/06,12,주권,기술성장기업부,보통주,100,31495528,20250327
00440712,(주)리튬포어스,Lithium-for-earth Inc ,KR7073570004,073570,리튬포어스,K,KOSDAQ,1101111549108,1138148008,변재석,서울특별시 성동구 아차산로17길 48 1120호,http://www.urbanlithium.com,,02-2038-7969,02-2038-7968,339,19980523,2004/01/06,12,주권,관리종목(소속부없음),보통주,500,60186641,20240809
01210066,주식회사 리파인,"REFINE Co., Ltd.",KR7377450002,377450,리파인,K,KOSDAQ,1101112564478,1208640033,서호성,서울특별시 송파구 송파대로49길 41 -,www.refine.co.kr,,02-2189-8700,02-565-5398,63991,20020710,2021/10/29,12,주권,우량기업부,보통주,100,17330000,20250403
00616962,린드먼아시아인베스트먼트(주),Lindeman Asia Investment Corporation,KR7277070009,277070,린드먼아시아,K,KOSDAQ,1101113489154,1148652854,김진하,"서울특별시 강남구 테헤란로 234, 4층(역삼동, 삼익빌딩)",www.laic.kr,,070-7019-4001,,64209,20060705,2018/03/14,12,주권,중견기업부,보통주,500,13692000,20221130
00352499,(주)링네트,"RingNet Co., Ltd.",KR7042500009,042500,링네트,K,KOSDAQ,1101111927958,1138160244,이주석,"서울특별시 구로구 디지털로33길 28 1001호 (구로동, 우림이비지센터 1차 10층)",www.ringnet.co.kr,,02-6675-1251,02-6675-1204,62021,20000401,2002/01/10,12,주권,우량기업부,보통주,500,19070134,20221208
01035678,(주)링크드,Linked Inc.,KR7193250008,193250,링크드,K,KOSDAQ,1101113016999,2048185390,민용재,"서울특별시 강남구 테헤란로77길 14 301호(삼성동, ES타워)",linkedseoul.com,,02-591-1310,02-592-7995,2629,20040521,2014/12/29,12,주권,중견기업부,보통주,100,63323377,20241014
01764099,(주)링크솔루션,"LINCSOLUTION CO., LTD.",KR7474650009,474650,링크솔루션,K,KOSDAQ,1355110281176,3748100176,최근식,"경기도 안양시 동안구 부림로170번길 41-4, 5층",www.lincsolution.com,,031-422-1932,031-422-1931,29222,20150528,2025/06/10,12,주권,기술성장기업부,보통주,100,5579032,20250610
01109955,(주)링크제니시스,"Linkgenesis Co., Ltd.",KR7219420007,219420,링크제니시스,K,KOSDAQ,1101112914459,1198170245,정성우,"경기도 안양시 동안구 시민대로 401, 319호(관양동, 대륭테크노타운15차)",www.linkgenesis.co.kr,,031-422-3581,031-422-3585,58222,20031212,2018/02/05,12,주권,기술성장기업부,보통주,100,11469507,20230222
01136977,(주)마녀공장,"Manyo Factory  Co., Ltd",KR7439090002,439090,마녀공장,K,KOSDAQ,1101114810308,1088600365,"김기현, 송지혜(각자대표)",서울특별시 강서구 공항대로 518,www.manyo.co.kr,,02-6013-0855,02.6280.0829,204,20120302,2023/06/08,12,주권,중견기업부,보통주,100,16378260,20250520
00204208,(주)마니커,"MANIKER CO.,LTD.",KR7027740000,027740,마니커,Y,KOSPI,1345110004149,1358103151,"안정원,엄영철(각자 대표이사)",경기도 용인시 기흥구 구성로 278 -,www.maniker.co.kr,,031-281-5300,031-630-5020,1012,19850927,2002/10/29,12,주권,,보통주,500,63511228,20250325
00770312,(주)마니커에프앤지,Maniker F&G,KR7195500004,195500,마니커에프앤지,K,KOSDAQ,1345110080529,1358170723,최장호,경기도 용인시 처인구 이동면 백옥대로144번길 36-2,www.manikerfng.com,,031-899-1114,,10121,20040522,2019/08/20,12,주권,중견기업부,보통주,500,15978000,20230904
01442966,주식회사 마스턴프리미어제1호위탁관리부동산투자회사,"MASTERN PREMIER REIT 1 Co., Ltd.",KR7357430008,357430,마스턴프리미어리츠,Y,KOSPI,1101117408720,1728801447,정범식,서울특별시 서초구 강남대로 465,masternpremier.com,,02-3452-2077,,681,20200228,2022/05/31,03,부동산투자회사,,보통주,1000,30505307,20240626
01297898,(주)마음에이아이,"MAUM.AI, INC.",KR7377480009,377480,마음AI,K,KOSDAQ,1601110362866,3148655446,유태준,"경기도 성남시 수정구 창업로40번길 30 4층(시흥동, 판교IT센터)",maum.ai,,1661-3222,0316254119,58222,20140108,2021/11/23,12,주권,기술성장기업부,보통주,500,7108775,20230731
01267967,(주)마이크로디지탈,"Micro Digital Co., Ltd.",KR7305090003,305090,마이크로디지탈,K,KOSDAQ,1348110073536,1248199109,김경남,경기도 성남시 분당구 판교역로 225-15 업무B동 6층,www.md-best.com,,031-701-2225,031-702-2225,271,20020802,2019/06/05,12,주권,기술성장기업부,보통주,500,18104122,20250711
00624378,(주)마이크로투나노,"MICRO2NANO, INC.",KR7424980001,424980,마이크로투나노,K,KOSDAQ,1101112059031,1198141599,황규호,경기도 용인시 처인구 이동읍 덕성산단2로50번길 43,micro2nano.com,,031-659-7900,031-659-7979,26129,20000828,2023/04/26,12,주권,기술성장기업부,보통주,500,5918890,20230426
00877174,(주)마크로밀엠브레인,"Macromill Embrain Co., Ltd.",KR7169330008,169330,엠브레인,K,KOSDAQ,1101111670234,1058198720,최인수,서울특별시 서초구 명달로 9 -,embrain.com/,,02-3444-4000,02-3406-3870,71400,19981012,2020/07/01,06,주권,중견기업부,보통주,500,18286918,20240614
00261373,(주)마크로젠,"Macrogen, Inc.",KR7038290003,038290,마크로젠,K,KOSDAQ,1101111423576,2088124115,"서정선, 김창훈 (각자 대표이사)",서울특별시 금천구  벚꽃로 254 월드메르디앙1차,www.macrogen.com,,02-2180-7000,02-2113-7016,73909,19970605,2000/02/22,12,주권,중견기업부,보통주,500,10841400,20250401
00120872,만호제강(주),MANHO ROPE & WIRE LTD,KR7001080001,001080,만호제강,Y,KOSPI,1801110054659,6068108662,김상환,부산광역시 강서구  녹산화전로 71,www.manhorope.com,,051-601-0351,051-442-1163,24123,19530904,1977/06/18,06,주권,,보통주,1000,4150000,20220607
01234507,매일유업 주식회사,"Maeil Dairies Co., Ltd.",KR7267980001,267980,매일유업,K,KOSDAQ,1101116390770,8448100466,"김선희, 이인기, 곽정우(각자대표)",서울특별시 종로구 종로1길 50 &nbsp,www.maeil.com,,02-2117-2113,02-3675-6292,104,20170501,2017/06/05,12,주권,우량기업부,보통주,500,7843638,20250102
00120924,매일홀딩스(주),"MAEIL HOLDINGS CO., LTD.",KR7005990007,005990,매일홀딩스,K,KOSDAQ,1101110099609,2038143193,"김정완, 권태훈(각자대표이사)",서울시 종로구 종로1길 50 더케이트윈타워A동,www.maeil.com,,02-2127-2113,02-3675-6292,104,19690214,1999/05/14,12,주권,우량기업부,보통주,500,13718304,20240701
00596677,(주)매커스,MAKUS Inc.,KR7093520005,093520,매커스,K,KOSDAQ,1101113581075,2208740140,"신동철, 성종률",서울특별시 강남구 봉은사로44길 73,www.makus.co.kr,,02-3490-9500,02-508-6203,4659,20061214,2007/02/12,12,주권,우량기업부,보통주,500,14163092,20230410
00435297,맥쿼리한국인프라투융자회사,Macquarie Korea Infrastructure Fund,KR7088980008,088980,맥쿼리인프라,Y,KOSPI,1101112672586,1048177509,맥쿼리자산운용(주),"서울특별시 종로구 우정국로 26 A동 18층(공평동, 센트로폴리스)",www.macquarie.com/kr/kr/mkif/index.html,,02-3705-8565,02-3770-4444,64201,20021212,2006/03/15,12,사회간접자본투융자회사,,보통주,무액면,478921993,20200715
00364740,(주)머큐리,MERCURY CORPORATION,KR7100590009,100590,머큐리,K,KOSDAQ,1201110230277,1378131255,"김종협, 김상우(각자대표)",인천광역시 서구 가재울로 90,www.mercury.co.kr,,032-580-3114,032-580-3059,2642,20000821,2018/12/14,12,주권,중견기업부,보통주,500,15830023,20250326
00425351,(주)멀티캠퍼스,Multicampus Corporation,KR7067280008,067280,멀티캠퍼스,K,KOSDAQ,1101111960792,1048153114,정석목,서울특별시 강남구 언주로 508 서울상록회관 17층,www.multicampus.com,,02-6262-9118,02-6262-9125,85650,20000504,2006/11/16,12,주권,우량기업부,보통주,500,5926779,20230316
00422284,메가스터디(주),"MegaStudyCo.,Ltd.",KR7072870009,072870,메가스터디,K,KOSDAQ,1101112024026,2148664631,"손주은, 손은진(각자 대표이사)","서울특별시 서초구 효령로 304 24층(서초동, 국제전자센터)",www.megastudyholdings.com,,02-6984-6811,02-6984-6998,581,20000712,2004/12/21,12,주권,우량기업부,보통주,500,11920959,20221202
01074862,메가스터디교육(주),MegaStudyEdu Co. Ltd,KR7215200007,215200,메가스터디교육,K,KOSDAQ GLOBAL,1101115685966,7808700034,손성은,서울특별시 서초구 효령로 321 덕원빌딩,www.megastudy.net,,02-3489-8200,02)3489-8640,85503,20000712,2015/05/04,12,주권,우량기업부,보통주,100,10770887,20240806
00807555,메가엠디(주),"MegaMD Co., Ltd.",KR7133750000,133750,메가엠디,K,KOSDAQ,1101112937857,1208662487,윤용국,"서울특별시 서초구 반포대로 81 2층(서초동, 영림빌딩)", http://www.megamd.co.kr ,,02-6918-3505,02-6918-3791,85503,20040119,2015/12/18,12,주권,중견기업부,보통주,500,23407077,20230803
00923516,(주)메가터치,"Megatouch Co., Ltd",KR7446540007,446540,메가터치,K,KOSDAQ,1615110121601,3128620219,윤재홍,충청남도 천안시 서북구 3공단2로 42 &nbsp,www.megatouch.co.kr/,,041-412-7100,041-412-7199,28201,20100909,2023/11/09,12,주권,중견기업부,보통주,500,20771000,20240508
01336373,(주)메드팩토,"MedPacto, Inc.",KR7235980000,235980,메드팩토,K,KOSDAQ,1358110232363,1358633854,김성진,"서울특별시 서초구 명달로 92, 보림빌딩",www.medpacto.com,www.medpacto.com,02-6938-0200,02-6938-0288,70113,20130619,2019/12/19,12,주권,기술성장기업부,보통주,500,34275121,20240214
00273439,(주)메디아나,"MEDIANA Co.,LTD",KR7041920000,041920,메디아나,K,KOSDAQ,1101111168502,2118637038,곽민철,강원도 원주시 문막읍 동화공단로 132,www.mediana.co.kr,,033-742-5400,033-742-5483,27112,19950619,2014/10/07,12,주권,우량기업부,보통주,500,18598223,20240109
00267854,메디앙스(주),"Medience Co., LTD.",KR7014100002,014100,메디앙스,K,KOSDAQ,1101110252471,2088103973,박수찬,서울특별시 강남구 논현로64길 4 5층~6층,www.medience.co.kr,,02-6283-6790,02-6283-6898,468,19790428,1995/01/03,12,주권,중견기업부,보통주,500,11800000,20240502
00356839,(주)메디콕스,"MEDICOX Co., Ltd.",KR7054180005,054180,메디콕스,K,KOSDAQ,1101111640609,2148629070,조태용,"서울특별시 강남구 도산대로 549 2~3층 (청담동, 블루펄빌딩)",www.megabion.co.kr,,02-3218-9500,02-3218-9514,31114,19990126,2001/10/16,12,주권,관리종목(소속부없음),보통주,500,5527981,20250901
00580199,(주)메디톡스,Medy-Tox Inc.,KR7086900008,086900,메디톡스,K,KOSDAQ,1648110016928,3128142130,정현호,충청북도 청원군  오창읍 각리1길 78 (주)메디톡스,www.medytox.com,,043-217-1555,043-217-1557,211,20000502,2009/01/16,12,주권,우량기업부,보통주,500,7298497,20240701
00453929,메디포스트(주),"MEDIPOSTCO.,LTD.",KR7078160009,078160,메디포스트,K,KOSDAQ,1101112007709,2118661218,오원일,경기도 성남시 분당구 대왕판교로 644번길21 -,www.medi-post.co.kr,,02-3465-6677,02-3465-6688,211,20000626,2005/07/29,12,주권,벤처기업부,보통주,500,34217785,20240701
00860332,(주)메리츠금융지주,MERITZ FINANCIAL GROUP INC.,KR7138040001,138040,메리츠금융지주,Y,KOSPI,1101114566406,2208814824,김용범,서울특별시 강남구  강남대로 382,www.meritzgroup.com,,02-2018-6824,02-2018-6899,64992,20110328,2011/05/13,12,주권,,보통주,500,175221773,20230105
01596656,(주)메쎄이상,"Messe eSang Co.,Ltd",KR7408920007,408920,메쎄이상,K,KOSDAQ,1101118073613,3728102557,조원표,서울특별시 마포구 월드컵북로58길 9 ES타워,messeesang.com,,02-6121-6206,02-3773-8301,759,20211029,2022/03/07,12,주권,벤처기업부,보통주,100,43232455,20230404
00136101,메이슨캐피탈주식회사,MASON CAPITAL CORPORATION,KR7021880000,021880,메이슨캐피탈,K,KOSDAQ,2101110007510,4028108740,김형우,전라북도 전주시 완산구 기린대로 213 대우빌딩 14층 12호,mason-capital.co.kr,,02-3440-1600,02-3440-1699,64911,19890901,1996/09/02,03,주권,중견기업부,보통주,500,212184408,20250627
00808022,(주)메지온,"Mezzion Pharma Co., Ltd.",KR7140410002,140410,메지온,K,KOSDAQ,1101112615578,2048172221,박동현,서울특별시 강남구 삼성로 570 석천빌딩 7층,-,www.mezzion.co.kr,02-560-8000,02-566-6517,70113,20020925,2012/01/20,12,주권,중견기업부,보통주,500,30114840,20221227
00652007,(주)메카로,"MECARO.CO.,LTD.",KR7241770007,241770,메카로,K,KOSDAQ,1201110233338,1318159560,"이재정, 박영순 (각자대표)",경기도 평택시 산단로121번길 89 (주)메카로,www.mecaro.com,,031-646-4400,031-663-4479,261,20001101,2017/12/06,12,주권,우량기업부,보통주,500,10192640,20230502
00442835,(주)메타랩스,"METALABS CO., LTD.",KR7090370008,090370,메타랩스,Y,KOSPI,1101112103953,2118668400,하지성,"서울특별시 강남구 봉은사로29길 6-12 2층(논현동, KTS2)",www.metalabs.co.kr ,,02-2189-7700,02-514-5827,141,20001103,2006/12/26,12,주권,,보통주,2500,24904689,20240805
00317681,(주)메타바이오메드,"METABIOMED.CO.,LTD",KR7059210005,059210,메타바이오메드,K,KOSDAQ,1501110041925,3158135211,오석송,충청북도 청주시 흥덕구  오송읍 오송생명1로 270,wwwlmeta-biomed.com,,043-218-1981,043-218-1985,213,19990701,2008/04/15,12,주권,우량기업부,보통주,500,27647941,20240701
00791209,(주)메타케어,"METACARE Co., Ltd.",KR7118000009,118000,메타케어,Y,KOSPI,1701110391532,5048184573,이수진,"경기도 화성시 병점중앙로 156 202호(진안동, 드림빌딩)",www.meta-care.co.kr,,02-2186-1300,02-2186-1359,4659,20091201,2009/12/30,12,주권,,보통주,500,171777364,20240829
00270113,(주)멕아이씨에스,"MEKICS Co., Ltd",KR7058110008,058110,멕아이씨에스,K,KOSDAQ,1341110063143,1388118411,김종철,경기도 파주시 상지석길 21,www.mek-ics.com,,070-7119-2500,031-735-2761,27112,19981126,2015/12/14,12,주권,기술성장기업부,보통주,500,16050530,20230216
00121039,명문제약(주),"MYUNGMOON PHARM CO.,LTD",KR7017180001,017180,명문제약,Y,KOSPI,1341110013180,1248135615,배철한,경기도 화성시  향남읍 제약공단2길 26,www.mmpharm.co.kr,,031-350-4000,02-572-5193,212,19830901,2008/07/10,12,주권,,보통주,500,33953454,20240703
00173078,명신산업(주),MYOUNG SHIN INDUSTRY,KR7009900002,009900,명신산업,Y,KOSPI,1712110000958,5058101731,최우철,경상북도 경주시 천북면 천북산단로 91,www.myoungshinindustry.com,,054-746-2665,031-337-2665,303,19820417,2020/12/07,12,주권,,보통주,500,52470133,20230330
00173102,(주)모나리자,"MONALISA CO.,LTD",KR7012690004,012690,모나리자,Y,KOSPI,1101110220882,1098107177,이석주,서울특별시 동작구  보라매로5길 15 전문건설회관빌딩 21층 (주)모나리자,www.monarisa.co.kr,,02-829-8800,829-8899,17902,19771028,1988/10/14,12,주권,,보통주,500,36571255,20250702
00121288,(주)모나미,"MONAMI CO.,LTD",KR7005360003,005360,모나미,Y,KOSPI,1101110005052,1208108227,송하경,"경기도 용인시 수지구  손곡로 17 (동천동, 모나미빌딩)",www.monami.com,,031-216-0153,02-270-5120,46452,19671228,1974/06/26,12,주권,,보통주,1000,18897307,20230220
00365989,모나용평(주),"MONA YONGPYONG CO.,LTD ",KR7070960000,070960,모나용평,Y,KOSPI,1450110002801,2268124374,박인준,강원도 평창군  대관령면 올림픽로 715,www.yongpyong.co.kr,,033-330-8350,033-335-5769,55103,20000214,2016/05/27,12,주권,,보통주,5000,48133333,20250826
01583652,(주)모니터랩,"MONITORAPP CO., LTD.",KR7434480000,434480,모니터랩,K,KOSDAQ,1101113173351,2148766413,이광후,서울특별시 구로구 디지털로 306 대륭포스트타워 2차 1008호,www.monitorapp.com,,02-749-0799,027490798,58221,20050222,2023/05/19,12,주권,기술성장기업부,보통주,100,12310300,20240520
00480048,(주)모다이노칩,"Moda-InnoChips Co., Ltd.",KR7080420003,080420,모다이노칩,K,KOSDAQ,1355110106027,1348154564,"정태형, 강중근",경기도 안산시 단원구  동산로27번길 42-7 이노칩테크놀러지(주),www.innochips.co.kr,,031-315-7250,0313157249,474,20000424,2005/12/06,12,주권,중견기업부,보통주,500,79721622,20250808
00657783,모델솔루션 주식회사,"Model Solution Co., Ltd.",KR7417970001,417970,모델솔루션,K,KOSDAQ,1101113176925,1138196403,우병일,서울특별시 금천구 벚꽃로20길 24,www.model-solution.com,,070-8854-1160,02-896-0318,292,20050225,2022/10/07,12,주권,중견기업부,보통주,500,6396700,20240701
00456218,(주)모두투어네트워크,MODETOURNETWORKINC.,KR7080160005,080160,모두투어,K,KOSDAQ,1101110609771,2028145295,우종웅,서울특별시 중구  을지로 16 프레지던트호텔 5층 모두투어네트워크,www.modetour.co.kr,,02-728-8000,02-2021-7803,75210,19890214,2005/07/26,12,주권,벤처기업부,보통주,500,18900000,20230713
00556615,모바일어플라이언스 주식회사,"MOBILE APPLIANCE, INC.",KR7087260006,087260,모바일어플라이언스,K,KOSDAQ,1311110115054,1298172027,이재신,경기도 안양시 동안구 시민대로 401,www.mobileappliance.co.kr,,031-421-8071,031-777-8076,582,20040416,2017/02/24,12,주권,벤처기업부,보통주,500,32552861,20220225
00498001,(주)모베이스,"MOBASE Co., Ltd.",KR7101330009,101330,모베이스,K,KOSDAQ,1101111665516,1198130151,"손병준, 백승협(각자대표)",경기도 화성시 동탄첨단산업1로 73 (영천동),www.mobase.com,,032-529-4200,032-529-8558,2642,19990317,2010/02/04,12,주권,중견기업부,보통주,500,23147029,20240913
00137234,(주)모베이스전자,"MOBASE ELECTRONICS CO.,LTD.",KR7012860003,012860,모베이스전자,K,KOSDAQ,1301110008961,1348102523,이광윤,경기도 수원시 권선구 산업로156번길 100 (고색동),www.mobaseelec.com,,031-5174-3000,03151743050,303,19780107,1994/10/26,12,주권,우량기업부,보통주,500,73233457,20240103
01493535,(주)모비데이즈,Mobidays Inc.,KR7363260001,363260,모비데이즈,K,KOSDAQ,1101117588506,8328701824,유범령,서울시 강남구 역삼동 721-38 -,,,02-3771-3655,,713,20200813,2021/02/10,12,주권,벤처기업부,보통주,500,32163769,20230427
01210190,주식회사 모비릭스,MOBIRIX Corporation,KR7348030008,348030,모비릭스,K,KOSDAQ,1211110160415,1308628545,"이남일, 이승균(각자 대표이사)","서울특별시 금천구 가산디지털1로 186 604~607호, 901호, 902호 일부(가산동, 제이플라츠)",www.mobirix.com,,1588-3027,02-2028-5714,5821,20070709,2021/01/28,12,주권,중견기업부,보통주,100,9603800,20250331
01165155,(주)모비스,"Mobiis Co., Ltd.",KR7250060001,250060,모비스,K,KOSDAQ,1101116108587,7158700423,김지헌,경기도 성남시 분당구 판교로 253 이노밸리C동 2층 203호,www.mobiis.com/,,031-8018-8484,02-3463-7800,620,20160701,2016/09/08,12,주권,기술성장기업부,보통주,100,32171314,20241015
01423837,(주)모아데이타,"Moadata Co., Ltd.",KR7288980006,288980,모아데이타,K,KOSDAQ,1101115373933,2208876854,한상진,"경기도 성남시 수정구 달래내로 46 810호 (시흥동, 성남글로벌융합센터)",www.moadata.co.kr,,070-4099-5131,070-4850-8170,58222,20140325,2022/03/10,12,주권,기술성장기업부,보통주,500,34556562,20230223
00587925,(주)모아라이프플러스,MOA Life Plus Co. Ltd.,KR7142760008,142760,모아라이프플러스,K,KOSDAQ,1601110091332,3148129870,한상진,"경기도 용인시 수지구 신수로 767 7층 (동천동, 분당수지유타워 지식산업센터)",www.bioleaders.co.kr,http://www.bioleaders.com,031-280-9650,031-280-9660,701,19991230,2016/07/07,12,주권,기술성장기업부,보통주,500,39053522,20240417
00241209,(주)모아텍,"MOATECH CO., LTD.",KR7033200007,033200,모아텍,K,KOSDAQ,1101110613607,1178101820,최성환,인천광역시 남동구  인주대로 698 (주)모아텍,www.moatech.co.kr,,032-810-9000,032 -816 -9480,2629,19890306,1997/10/13,03,주권,투자주의환기종목(소속부없음),보통주,500,14331185,20240701
01407158,(주)모코엠시스,"MOCOMSYS, Inc.",KR7333050003,333050,모코엠시스,K,KOSDAQ,1101117189544,5108601378,"김인수, 윤영호 (각자 대표이사)",서울특별시 마포구 상암산로 76 YTN 뉴스퀘어 14층,www.mocomsys.com,,02-2141-4100,02-2141-4119,582,20190731,2019/10/31,12,주권,벤처기업부,보통주,100,24613326,20250102
00151128,(주)모토닉,MOTONIC CORPORATION,KR7009680000,009680,모토닉,Y,KOSPI,1101110161317,1018102940,"김희진, 신현돈(각자 대표이사)","서울특별시 종로구 청계천로 41 9층(서린동, 영풍빌딩)",www.motonic.com,,053-589-6262,02)720-9292,303,19740307,1994/01/14,12,주권,,보통주,500,28050000,20240726
00876908,모트렉스 주식회사,"MOTREX CO., LTD",KR7118990001,118990,모트렉스,K,KOSDAQ,1101112341850,1088150292,이형환,경기도 성남시 수정구 금토로80번길 56 위든타워 1동 1301호,www.motrex.co.kr,,070-4862-6100,02-3439-1360,303,20011001,2017/08/04,12,주권,우량기업부,보통주,500,24861990,20241212
00367400,모티브링크(주),"MOTIVELINK CO.,LTD",KR7463480004,463480,모티브링크,K,KOSDAQ,1345110002367,1358106046,김기한,경기도 용인시 처인구 백암면 백암로 79,evpart.co.kr,,031-332-4402,031-332-4114,26294,19770321,2025/02/20,12,주권,중견기업부,보통주,200,12390358,20250220
00163318,(주)모헨즈,"Mohenz. Co., Ltd",KR7006920003,006920,모헨즈,K,KOSDAQ,1101110046197,3128115972,김형민,충남 충남시 풍세면 남관리 195,www.imohenz.com,,02  -571 -3011,02  -571 -3016,23322,19701124,1989/01/05,12,주권,중견기업부,보통주,500,10920000,20230327
00121507,무림에스피(주),"MOORIM SP CO., LTD.",KR7001810001,001810,무림SP,K,KOSDAQ,1701110001082,2118163282,이도균,서울특별시 강남구  강남대로 656 (신사동),www.moorim.co.kr,,02  -3485-1603,02-3443-2297,171,19560726,2000/01/04,12,주권,중견기업부,보통주,500,22137500,20240701
00136086,무림페이퍼(주),"MOORIM PAPER CO.,LTD",KR7009200007,009200,무림페이퍼,Y,KOSPI,1911110000782,6138100289,이도균,경상남도 진주시  남강로 1003 (상평동),www.moorim.co.kr,,055-751-1234,(02)3443-2297,171,19730829,1990/06/09,12,주권,,보통주,2500,41609310,20240701
00119007,무림피앤피(주),"Moorim P&P CO.,LTD",KR7009580002,009580,무림P&P,Y,KOSPI,1812110002548,6108102842,이도균,울산광역시 울주군 온산읍 우봉강양로 3-36 -,www.moorimpnp.co.kr,,052-231-7000,02)3485-1737,171,19740116,1989/06/20,12,주권,,보통주,2500,62368324,20240701
00121543,(주)무학,Muhak,KR7033920000,033920,무학,Y,KOSPI,1901110002721,6088107131,"최재호, 최낙준 (각자 대표이사)",경상남도 창원시 마산회원구  봉암공단2길 6,www.muhak.co.kr,,1588-2226,055 -296 -9930,11122,19730919,2010/07/20,12,주권,,보통주,200,28500000,20230222
00121570,문배철강(주),"MOONBAE STEEL CO.,LTD",KR7008420002,008420,문배철강,Y,KOSPI,1101110139190,1168100532,이창환,서울특별시 동작구 동작대로 35 -,www.moonbaesteel.co.kr,,02-758-6640,02-758-6699,2419,19730121,1994/11/05,12,주권,,보통주,500,20503505,20230327
01190124,미디어젠(주),"MediaZen, Inc.",KR7279600001,279600,미디어젠,K,KOSDAQ,1101112001842,2098125868,송민규,경기도 성남시 분당구 판교역로 230 삼환하이펙스B동 9층 제906호  (지번주소:경기도 성남시 분당구 삼평동,www.mediazen.co.kr,,02-6429-7171,02-6429-7188,58222,20000620,2019/11/05,12,주권,중견기업부,보통주,500,4684781,20250411
00526836,미래나노텍(주),"MNTECHCo.,Ltd.",KR7095500005,095500,미래나노텍,K,KOSDAQ,1101112577885,2148717187,김철영,충청북도 청원군  옥산면 과학산업1로 16 미래나노텍(주),www.mntech.co.kr,,043-710-1100,043-710-1140,2229,20020801,2007/10/01,12,주권,우량기업부,보통주,500,31009999,20230222
00299844,미래반도체(주),"MIRAI SEMICONDUCTORS CO., LTD.",KR7254490006,254490,미래반도체,K,KOSDAQ,1101111228364,1168153951,이정,서울특별시 구로구 경인로53길 15 나동 4403호,www.miraisemi.co.kr/,,02-6678-2500,02-6242-2600,467,19960104,2023/01/27,12,주권,우량기업부,보통주,100,14438000,20250224
00197759,미래산업(주),MIRAE CORPORATION,KR7025560004,025560,미래산업,Y,KOSPI,1243110030413,3128115889,이창재,충청남도 천안시 서북구 백석공단7로 65 (백석동),www.mirae.co.kr,,041-621-5070,041)559-8789,27219,19901226,1996/11/22,12,주권,,보통주,500,4482654,20230714
01071944,(주)미래생명자원,"MILAE BIORESOURCES CO., LTD.",KR7218150001,218150,미래생명자원,K,KOSDAQ,1101115687615,4928800056,김성진,"서울특별시 송파구 법원로9길 26 D동 506 ~ 512호(문정동, H business PARK)",www.milaebio.com,http://www.milaebio.com,02-2203-7397,02-2203-7398,109,20150406,2015/06/18,12,주권,벤처기업부,보통주,100,20415802,20240701
00104786,(주)미래아이앤지,"MiraeING.Co.,Ltd.",KR7007120009,007120,미래아이앤지,Y,KOSPI,1101110100951,1148110728,김학수,서울시 강남구 삼성로648 삼성동,www.miraeing.co.kr,,02-3470-4400,02-581-3107,620,19710301,1999/11/26,12,주권,,보통주,500,28878608,20240228
01576102,주식회사 미래에셋글로벌위탁관리부동산투자회사,"Mirae Asset Global REIT Co., Ltd.",KR7396690000,396690,미래에셋글로벌리츠,Y,KOSPI,1101117896090,2218801962,신현준,서울특별시 종로구 종로 33 그랑서울,,,0230191200,,6811,20210521,2021/12/03,03,부동산투자회사,,보통주,1000,39605940,20230110
01683387,미래에셋드림기업인수목적1호 주식회사,Mirae Asset Dream Special Purpose Acquisition 1 Company,KR7442900007,442900,미래에셋드림스팩1호,K,KOSDAQ,1101118406781,1038802514,박장우,"서울특별시 중구 을지로5길 26(수하동, 미래에셋 센터원빌딩 이스트타워)",,,02-3774-7138,,66199,20220826,2023/03/15,12,주권,관리종목(소속부없음),보통주,500,7680000,20230315
01437292,㈜미래에셋맵스제1호위탁관리부동산투자회사,"Miraeasset Maps REIT 1 Co., Ltd.",KR7357250000,357250,미래에셋맵스리츠,Y,KOSPI,1101117323259,7788801487,정상구,서울특별시 종로구 종로 33 그랑서울,www.maps1reit.miraeasset.com,,1577-1640,0237742229,681,20191212,2020/08/05,11,부동산투자회사,,보통주,1000,24995105,20230120
00600013,미래에셋맵스 아시아퍼시픽 부동산공모 1호 투자회사,MIRAEASSETMAPS ASIA PACIFIC REAL ESTATE 1 INVESTMENT COMPANY,KR7094800000,094800,맵스리얼티1,Y,KOSPI,1101113595852,1078686211,미래에셋자산운용(주),서울 영등포구 여의도동 미래에셋빌딩 45-1,www.miraeasset.com,,02-1577-1640,02-769-7816,642,20070109,2007/04/09,12,투자회사,,보통주,무액면,92834331,20190405
00340096,미래에셋벤처투자 주식회사,"Mirae Asset Venture Investment Co.,Ltd.",KR7100790005,100790,미래에셋벤처투자,K,KOSDAQ,1101111710527,2118653095,김응석,경기도 성남시 분당구 판교역로241번길 20,venture.miraeasset.co.kr,,070-4800-2104,02-6205-2680,649,19990608,2019/03/15,12,주권,우량기업부,보통주,1000,53124634,20221206
