ticker,company_name,EMSEC1,EMSEC1_비중(%),EMSEC2,EMSEC2_비중(%),EMSEC3,EMSEC3_비중(%),EMSEC4,EMSEC4_비중(%),EMTEC
023450,동남합성,Specialty Chemicals,100,,,,,,,['High-performance Polymers & Functional Films']
023460,CNH,Automobile Services,100,,,,,,,
023530,롯데쇼핑,Multiline Retail,100,,,,,,,"['Retail, Marketing and Customer Technologies']"
023590,다우기술,IT Services,100,,,,,,,"['Cloud Infrastructure', 'Cybersecurity and Authentication Technologies']"
023600,삼보판지,Packaging Materials,66.32,Paper & Pulp,33.68,,,,,
023760,한국캐피탈,Venture Capital,100,,,,,,,
023770,플레이위드,Game Software,100,,,,,,,
023790,동일스틸럭스,Steel,100,,,,,,,
023800,인지컨트롤스,Auto Parts,100,,,,,,,"['Battery & Energy Materials', 'Mobility and Smart Transportation Technologies']"
023810,인팩,Auto Parts,100,,,,,,,['Mobility and Smart Transportation Technologies']
023900,풍국주정,Primary Processed Foods,38.72,Industrial Gases,30.79,Gas,30.49,,,['Hydrogen Energy']
023910,대한약품,Pharmaceuticals,100,,,,,,,
023960,에쓰씨엔지니어링,Plant Engineering,100,,,,,,,"['Construction, Plant and Heavy Industry Technologies', 'Process Automation', 'Biopharmaceuticals']"
024060,흥구석유,Oil Refining & Marketing,100,,,,,,,
024070,WISCOM,Synthetic Rubber & Plastics,100,,,,,,,['High-performance Polymers & Functional Films']
024090,디씨엠,Metal Processing,100,,,,,,,['High-performance Polymers & Functional Films']
024110,기업은행,Banks,100,,,,,,,
024120,KB오토시스,Auto Parts,100,,,,,,,
024720,콜마홀딩스,Cosmetics,66.48,Pharmaceuticals,33.52,,,,,
024740,한일단조,Auto Parts,73.86,Defense,26.14,,,,,
024800,유성티엔에스,Food Wholesale & Retail,56.54,Freight Land Transport,43.46,,,,,['Mobility and Smart Transportation Technologies']
024810,이화전기,Heavy Electrical Equipment,58.47,Electronic Equipment & Devices,41.53,,,,,"['Telecommunications and IoT Technologies', 'Energy Storage Systems']"
024830,세원물산,Auto Parts,100,,,,,,,"['Process Automation', 'Industrial IoT']"
024840,KBI메탈,Non-ferrous Metals,100,,,,,,,
024850,HLB이노베이션,Semiconductor Materials & Equipment,100,,,,,,,"['Semiconductor Materials', 'Mobility and Smart Transportation Technologies']"
024880,케이피에프,Auto Parts,52.21,Ship Components,47.79,,,,,
024890,대원화성,Synthetic Rubber & Plastics,100,,,,,,,['High-performance Polymers & Functional Films']
024900,덕양산업,Auto Parts,100,,,,,,,
024910,경창산업,Auto Parts,100,,,,,,,['Mobility and Smart Transportation Technologies']
024940,PN풍년,Home Equipment & Products,100,,,,,,,
024950,삼천리자전거,Travel & Tourism,50.14,Leisure Products,49.86,,,,,['Mobility and Smart Transportation Technologies']
025000,KPX케미칼,Petrochemicals,100,,,,,,,"['High-performance Polymers & Functional Films', 'Semiconductor Materials']"
025320,시노펙스,Electronic Components,100,,,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials', 'Process Automation', 'Battery & Energy Materials']"
025440,DH오토웨어,Auto Parts,100,,,,,,,"['Mobility and Smart Transportation Technologies', 'Process Automation']"
025530,SJM홀딩스,Auto Parts,100,,,,,,,"['Mobility and Smart Transportation Technologies', 'Construction, Plant and Heavy Industry Technologies', 'Telecommunications and IoT Technologies']"
025540,한국단자,Auto Parts,100,,,,,,,"['Mobility and Smart Transportation Technologies', 'Telecommunications and IoT Technologies', 'Advanced Optical & Electronic Materials']"
025550,한국선재,General-purpose Machinery,53.41,Metal Processing,46.59,,,,,"['Process Automation', 'Battery & Energy Materials', 'Energy Storage Systems']"
025560,미래산업,Semiconductor Materials & Equipment,83.16,Electronic Equipment & Devices,16.84,,,,,"['Process Automation', 'Semiconductor Materials', 'Industrial IoT']"
025620,제이준코스메틱,Cosmetics,100,,,,,,,
025750,한솔홈데코,Lumber,100,,,,,,,
025770,한국정보통신,Fintech,100,,,,,,,"['Finance and Risk Analytics Technologies', 'Cloud Infrastructure', 'SaaS Platforms']"
025820,이구산업,Non-ferrous Metals,100,,,,,,,"['Battery & Energy Materials', 'Advanced Optical & Electronic Materials']"
025860,남해화학,Agrochemicals & Fertilizers,65.37,Oil Refining & Marketing,34.63,,,,,['Advanced Materials and Chemistry']
025870,신라에스지,Food Wholesale & Retail,62.28,Primary Processed Foods,37.72,,,,,
025880,케이씨피드,"Agriculture, Livestock & Fisheries",81.09,Primary Processed Foods,18.91,,,,,
025890,한국주강,Metal Processing,100,,,,,,,
025900,동화기업,Petrochemicals,74.73,Lumber,25.27,,,,,
025950,동신건설,Civil Construction,67.57,Building Construction,32.43,,,,,
025980,아난티,Hotels & Restaurants,100,,,,,,,
026040,제이에스티나,Apparel & Accessories,100,,,,,,,
026150,특수건설,Civil Construction,100,,,,,,,"['Construction, Plant and Heavy Industry Technologies', 'Green Energy and Environmental Technologies']"
026890,스틱인베스트먼트,Venture Capital,100,,,,,,,
026910,광진실업,Steel,78.46,Automobiles,21.54,,,,,
026940,부국철강,Steel,100,,,,,,,
026960,동서,Primary Processed Foods,52.56,Packaging Materials,26.65,Trading Companies,20.79,,,
027040,서울전자통신,Electronic Components,100,,,,,,,
027050,코리아나,Cosmetics,100,,,,,,,
027360,아주IB투자,Venture Capital,100,,,,,,,
027410,BGF,Specialty Chemicals,100,,,,,,,"['High-performance Polymers & Functional Films', 'Semiconductor Materials']"
027580,상보,Special-purpose Machinery,100,,,,,,,"['High-performance Polymers & Functional Films', 'Advanced Optical & Electronic Materials']"
027710,팜스토리,"Agriculture, Livestock & Fisheries",63.31,Primary Processed Foods,36.69,,,,,
027740,마니커,"Agriculture, Livestock & Fisheries",100,,,,,,,
027830,대성창투,Venture Capital,100,,,,,,,
027970,한국제지,Paper & Pulp,100,,,,,,,
028050,삼성E&A,Plant Engineering,100,,,,,,,"['Construction, Plant and Heavy Industry Technologies', 'Green Energy and Environmental Technologies', 'Biopharmaceuticals']"
028080,휴맥스홀딩스,IT Services,63.79,Auto Parts,36.21,,,,,"['Cloud Infrastructure', 'SaaS Platforms', 'Process Automation', 'Industrial IoT']"
028100,동아지질,Civil Construction,100,,,,,,,"['Construction, Plant and Heavy Industry Technologies']"
028260,삼성물산,Building Construction,58.94,Trading Companies,41.06,,,,,"['Construction, Plant and Heavy Industry Technologies', 'Biopharmaceuticals', 'Solar & Wind Power', 'Hydrogen Energy', 'Energy Storage Systems', 'Semiconductor Materials', 'Battery & Energy Materials']"
028300,HLB,Specialty Chemicals,70.34,Biotechnology,29.66,,,,,"['Genomics & Diagnostics', 'Biopharmaceuticals', 'Process Automation', 'Mobility and Smart Transportation Technologies']"
028670,팬오션,Marine Transport,100,,,,,,,
029460,케이씨,Civil Construction,50.34,Electronic Equipment & Devices,49.66,,,,,"['Process Automation', 'Semiconductor Materials', 'Construction, Plant and Heavy Industry Technologies']"
029480,광무,Telecom Equipment,48.2,IT Services,29.6,Facility Management Services,22.2,,,"['Telecommunications and IoT Technologies', 'Semiconductor Materials', 'Battery & Energy Materials']"
029530,신도리코,Computers & Peripherals,53.09,Electronic Equipment & Devices,46.91,,,,,
029780,삼성카드,Other Financial Services,100,,,,,,,
029960,코엔텍,Waste & Remediation,100,,,,,,,
030000,제일기획,Advertising,100,,,,,,,"['Retail, Marketing and Customer Technologies']"
030190,NICE평가정보,Fintech,80.77,Professional Services,19.23,,,,,"['Finance and Risk Analytics Technologies', 'Real-time Analytics']"
030200,KT,Telecom Services,100,,,,,,,"['Telecommunications and IoT Technologies', 'Cloud Infrastructure', 'SaaS Platforms']"
030210,다올투자증권,Securities,100,,,,,,,
030350,드래곤플라이,Game Software,79.69,Auto Parts,20.31,,,,,"['Education and Content Technologies', 'Advanced Optical & Electronic Materials', 'High-performance Polymers & Functional Films']"
030520,한글과컴퓨터,General Software,62.28,Defense,37.72,,,,,"['SaaS Platforms', 'Generative AI', 'Cloud Infrastructure', 'Cybersecurity and Authentication Technologies']"
030530,원익홀딩스,Semiconductor Manufacturing,60.4,Specialty Chemicals,39.6,,,,,"['Semiconductor Materials', 'Battery & Energy Materials', 'Process Automation', 'Industrial IoT']"
030610,교보증권,Securities,100,,,,,,,
030720,동원수산,"Agriculture, Livestock & Fisheries",100,,,,,,,
030960,양지사,Printing Services,100,,,,,,,
031210,서울보증보험,Insurance,100,,,,,,,
031310,아이즈비전,Telecom Services,100,,,,,,,"['Telecommunications and IoT Technologies', 'Mobility and Smart Transportation Technologies']"
031330,에스에이엠티,Electronic Components,100,,,,,,,"['Semiconductor Materials', 'AI Accelerators']"
031430,신세계인터내셔날,Apparel & Accessories,100,,,,,,,
031440,신세계푸드,Primary Processed Foods,72.43,Secondary Processed Foods,27.57,,,,,
031510,오스템,Auto Parts,100,,,,,,,"['Process Automation', 'Construction, Plant and Heavy Industry Technologies']"
031820,콤텍시스템,IT Services,100,,,,,,,"['Cloud Infrastructure', 'SaaS Platforms', 'AI and Data Technologies', 'Cybersecurity and Authentication Technologies', 'Blockchain and Distributed Ledger Technologies']"
031860,디에이치엑스컴퍼니,Computers & Peripherals,100,,,,,,,"['Genomics & Diagnostics', 'Digital Therapeutics', 'Predictive AI']"
031980,피에스케이홀딩스,Semiconductor Materials & Equipment,100,,,,,,,['Semiconductor Materials']
032080,아즈텍WB,Apparel & Accessories,100,,,,,,,
032190,다우데이타,IT Services,75.59,Internet Services,24.41,,,,,"['Cloud Infrastructure', 'Telecommunications and IoT Technologies', 'SaaS Platforms']"
032280,삼일,Freight Land Transport,72.24,Marine Transport,27.76,,,,,
032300,한국파마,Pharmaceuticals,100,,,,,,,['Biopharmaceuticals']
032350,롯데관광개발,Casinos & Gambling,62.85,Travel & Tourism,18.81,Hotels & Restaurants,18.34,,,
032500,케이엠더블유,Telecom Equipment,82.49,Electronic Equipment & Devices,17.51,,,,,['Telecommunications and IoT Technologies']
032540,TJ미디어,Electronic Equipment & Devices,40.63,Leisure Facilities,31.75,Entertainment,27.63,,,
032560,황금에스티,Steel,71.74,Civil Construction,28.26,,,,,"['Construction, Plant and Heavy Industry Technologies', 'Process Automation']"
032580,피델릭스,Semiconductor Manufacturing,100,,,,,,,"['Semiconductor Materials', 'Telecommunications and IoT Technologies', 'Mobility and Smart Transportation Technologies']"
032620,유비케어,Healthcare Services,100,,,,,,,"['Digital Therapeutics', 'Genomics & Diagnostics', 'Retail, Marketing and Customer Technologies', 'Cloud Infrastructure', 'AI and Data Technologies']"
032640,LG유플러스,Telecom Services,100,,,,,,,"['Telecommunications and IoT Technologies', 'Mobility and Smart Transportation Technologies', 'Cloud Infrastructure']"
032680,소프트센,IT Services,100,,,,,,,"['Cloud Infrastructure', 'Advanced Optical & Electronic Materials', 'Battery & Energy Materials', 'Telecommunications and IoT Technologies', 'Education and Content Technologies', 'Real-time Analytics']"
032750,삼진,Electronic Equipment & Devices,79.58,Telecom Equipment,20.42,,,,,"['AI Accelerators', 'Telecommunications and IoT Technologies', 'Mobility and Smart Transportation Technologies']"
032790,엠젠솔루션,Telecom Solutions,63.36,Electronic Equipment & Devices,18.35,Electronic Components,18.28,,,"['Telecommunications and IoT Technologies', 'AI Accelerators', 'Digital Therapeutics']"
032800,판타지오,Entertainment,100,,,,,,,
032820,우리기술,Special-purpose Machinery,100,,,,,,,"['Process Automation', 'Energy Storage Systems', 'Solar & Wind Power', 'Mobility and Smart Transportation Technologies', 'Construction, Plant and Heavy Industry Technologies']"
032830,삼성생명,Insurance,100,,,,,,,['Finance and Risk Analytics Technologies']
032850,비트컴퓨터,IT Services,100,,,,,,,"['Genomics & Diagnostics', 'Digital Therapeutics', 'Cloud Infrastructure', 'Education and Content Technologies']"
032860,더라미,Cosmetics,51.09,Metal Processing,48.91,,,,,
032940,원익,Cosmetics,59.03,Medical Equipment,24.3,Electronic Components,16.67,,,"['Semiconductor Materials', 'LED Lighting', 'Medical Devices']"
032960,동일기연,Electronic Components,100,,,,,,,"['Process Automation', 'Industrial IoT', 'Advanced Optical & Electronic Materials']"
032980,바이온,Special-purpose Machinery,50.26,Oil Refining & Marketing,31.46,Auto Parts,18.28,,,
033050,제이엠아이,Nondurable Household Products,47.7,Printing Services,28.58,Auto Parts,23.72,,,
033100,제룡전기,Heavy Electrical Equipment,100,,,,,,,
033130,디지틀조선,Publishing,100,,,,,,,['Education and Content Technologies']
033160,엠케이전자,Semiconductor Materials & Equipment,100,,,,,,,"['Semiconductor Materials', 'Battery & Energy Materials']"
033170,시그네틱스,Semiconductor Materials & Equipment,100,,,,,,,['Semiconductor Materials']
033180,KH 필룩스,Hotels & Restaurants,40.45,Electronic Components,39.9,Electronic Equipment & Devices,19.65,,,"['Advanced Optical & Electronic Materials', 'Biopharmaceuticals', 'Genomics & Diagnostics', 'Telecommunications and IoT Technologies']"
033200,모아텍,Special-purpose Machinery,100,,,,,,,"['Process Automation', 'Industrial IoT', 'Mobility and Smart Transportation Technologies']"
033230,인성정보,Telecom Equipment,67.21,IT Services,32.79,,,,,"['Cloud Infrastructure', 'SaaS Platforms', 'Telecommunications and IoT Technologies', 'Genomics & Diagnostics']"
033240,자화전자,Electronic Components,100,,,,,,,"['Telecommunications and IoT Technologies', 'Process Automation', 'Advanced Optical & Electronic Materials']"
033250,체시스,Auto Parts,100,,,,,,,"['Mobility and Smart Transportation Technologies', 'Battery & Energy Materials']"
033270,유나이티드제약,Pharmaceuticals,100,,,,,,,"['Biopharmaceuticals', 'Process Automation']"
033290,코웰패션,Freight Land Transport,100,,,,,,,
033310,엠투엔,Auto Parts,59.18,Metal Processing,40.82,,,,,"['Construction, Plant and Heavy Industry Technologies', 'Mobility and Smart Transportation Technologies', 'Biopharmaceuticals']"
033320,제이씨현시스템,Electronic Equipment & Devices,62.66,Internet Services,37.34,,,,,"['Telecommunications and IoT Technologies', 'Cybersecurity and Authentication Technologies']"
033340,좋은사람들,Apparel & Accessories,100,,,,,,,
033500,동성화인텍,Special-purpose Machinery,100,,,,,,,"['Advanced Optical & Electronic Materials', 'High-performance Polymers & Functional Films']"
033530,SJG세종,Auto Parts,100,,,,,,,"['Mobility and Smart Transportation Technologies', 'Hydrogen Energy']"
033540,파라텍,Specialized Construction,70.19,Special-purpose Machinery,29.81,,,,,"['Construction, Plant and Heavy Industry Technologies', 'Advanced Optical & Electronic Materials']"
033560,블루콤,Electronic Equipment & Devices,100,,,,,,,
033640,네패스,Semiconductor Manufacturing,100,,,,,,,"['Semiconductor Materials', 'Battery & Energy Materials']"
033780,KT&G,Tobacco,75.3,Health Supplements,24.7,,,,,
033790,피노,Alternative Energy,63.4,Telecom Equipment,36.6,,,,,"['Battery & Energy Materials', 'Telecommunications and IoT Technologies']"
033830,티비씨,Broadcasting,100,,,,,,,
033920,무학,Beverages & Alcohol,100,,,,,,,
034020,두산에너빌리티,Special-purpose Machinery,53.97,Power Equipment,46.03,,,,,"['Construction, Plant and Heavy Industry Technologies', 'Hydrogen Energy', 'Fuel Cells', 'Wind Power']"
034120,SBS,Broadcasting,65.1,Advertising,34.9,,,,,['Education and Content Technologies']
034220,LG디스플레이,Display Panel Manufacturing,100,,,,,,,['Advanced Optical & Electronic Materials']
034230,파라다이스,Casinos & Gambling,100,,,,,,,
034310,NICE,Fintech,71.04,Electronic Components,28.96,,,,,"['Finance and Risk Analytics Technologies', 'Process Automation', 'Mobility and Smart Transportation Technologies', 'Battery & Energy Materials', 'Advanced Optical & Electronic Materials', 'Retail, Marketing and Customer Technologies']"
034590,인천도시가스,Gas,100,,,,,,,
034730,SK,IT Services,100,,,,,,,"['Semiconductor Materials', 'Battery & Energy Materials', 'Biopharmaceuticals', 'Hydrogen Energy', 'Cloud Infrastructure', 'SaaS Platforms', 'Predictive AI', 'Generative AI']"
034810,해성산업,Paper & Pulp,62.72,Semiconductor Materials & Equipment,37.28,,,,,
034830,한국토지신탁,Real Estate Development & Management,100,,,,,,,
034940,조아제약,Pharmaceuticals,100,,,,,,,
034950,한국기업평가,Other Financial Services,74.73,Fintech,25.27,,,,,['Finance and Risk Analytics Technologies']
035000,HS애드,Advertising,100,,,,,,,"['Retail, Marketing and Customer Technologies']"
035080,그래디언트,E-commerce,78.76,Medical Supplies,21.24,,,,,['Biopharmaceuticals']
035150,백산,Synthetic Rubber & Plastics,100,,,,,,,['High-performance Polymers & Functional Films']
035200,프럼파스트,Rubber & Plastic Products,100,,,,,,,
035250,강원랜드,Casinos & Gambling,100,,,,,,,
035290,골드앤에스,Education Services,100,,,,,,,['Education and Content Technologies']
035420,NAVER,Internet Services,66.27,E-commerce,33.73,,,,,"['Cloud Infrastructure', 'SaaS Platforms', 'Finance and Risk Analytics Technologies', 'Retail, Marketing and Customer Technologies', 'Education and Content Technologies']"
035460,기산텔레콤,Defense,45.6,Telecom Equipment,34.67,Aerospace,19.74,,,"['Telecommunications and IoT Technologies', 'Cybersecurity and Authentication Technologies', 'Mobility and Smart Transportation Technologies']"
035510,신세계 I&C,IT Services,100,,,,,,,"['Cloud Infrastructure', 'SaaS Platforms', 'Telecommunications and IoT Technologies', 'Retail, Marketing and Customer Technologies', 'Predictive AI', 'Recommendation Systems', 'Process Automation', 'Mobility and Smart Transportation Technologies']"
035600,KG이니시스,E-commerce,75.15,Hotels & Restaurants,24.85,,,,,"['Retail, Marketing and Customer Technologies', 'Finance and Risk Analytics Technologies']"
035610,솔본,Medical Equipment,83.32,Venture Capital,16.68,,,,,
035620,바른손이앤에이,Entertainment,78.02,Other Consumer Services,21.98,,,,,
035720,카카오,Game Software,50.45,Internet Services,49.55,,,,,"['Retail, Marketing and Customer Technologies', 'Finance and Risk Analytics Technologies', 'Mobility and Smart Transportation Technologies']"
035760,CJ ENM,Entertainment,46.01,E-commerce,27.74,Broadcasting,26.25,,,
035810,이지홀딩스,"Agriculture, Livestock & Fisheries",75.14,Primary Processed Foods,24.86,,,,,
035890,서희건설,Building Construction,100,,,,,,,"['Construction, Plant and Heavy Industry Technologies']"
035900,JYP Ent.,Entertainment,100,,,,,,,
036000,예림당,Publishing,72.45,Specialized Construction,27.55,,,,,['Education and Content Technologies']
036010,아비코전자,Electronic Components,100,,,,,,,"['Semiconductor Materials', 'Telecommunications and IoT Technologies']"
036030,케이티알파,E-commerce,100,,,,,,,"['Retail, Marketing and Customer Technologies']"
036090,위지트,Display Materials & Equipment,73.3,Semiconductor Materials & Equipment,26.7,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials', 'Telecommunications and IoT Technologies']"
036120,SCI평가정보,Fintech,100,,,,,,,['Finance and Risk Analytics Technologies']
036170,에이치엠넥스,Electronic Components,100,,,,,,,
036180,지더블유바이텍,Biotechnology,100,,,,,,,"['Genomics & Diagnostics', 'Biopharmaceuticals']"
036190,금화피에스시,Plant Engineering,100,,,,,,,"['Construction, Plant and Heavy Industry Technologies', 'Process Automation', 'Energy Storage Systems']"
036200,유니셈,Semiconductor Materials & Equipment,100,,,,,,,['Semiconductor Materials']
036220,오상헬스케어,Medical Equipment,100,,,,,,,['Genomics & Diagnostics']
036420,콘텐트리중앙,Entertainment,67.52,Leisure Facilities,32.48,,,,,
036460,한국가스공사,Gas,100,,,,,,,"['Hydrogen Energy', 'Energy Storage Systems', 'Construction, Plant and Heavy Industry Technologies']"
036480,대성미생물,Animal Health Products,100,,,,,,,
036530,SNT홀딩스,Auto Parts,81.27,Plant Engineering,18.73,,,,,
036540,SFA반도체,Semiconductor Manufacturing,100,,,,,,,['Semiconductor Materials']
036560,KZ정밀,Special-purpose Machinery,100,,,,,,,"['Process Automation', 'Construction, Plant and Heavy Industry Technologies', 'Advanced Materials and Chemistry']"
036570,엔씨소프트,Game Software,100,,,,,,,"['Cloud Infrastructure', 'SaaS Platforms', 'Edge Computing']"
036580,팜스코,"Agriculture, Livestock & Fisheries",72.82,Primary Processed Foods,27.18,,,,,['Solar & Wind Power']
036620,감성코퍼레이션,Apparel & Accessories,100,,,,,,,
036630,세종텔레콤,Telecom Services,74.48,Electric Power,25.52,,,,,"['Telecommunications and IoT Technologies', 'Blockchain and Distributed Ledger Technologies', 'Cloud Infrastructure']"
036640,HRS,Specialty Chemicals,81.77,Rubber & Plastic Products,18.23,,,,,
036670,삼양케이씨아이,Cosmetics,74.67,Specialty Chemicals,25.33,,,,,
036690,코맥스,Home Appliances,56.91,Telecom Equipment,43.09,,,,,"['Telecommunications and IoT Technologies', 'Cybersecurity and Authentication Technologies', 'Cloud Infrastructure']"
036710,심텍홀딩스,Electronic Components,100,,,,,,,['Semiconductor Materials']
036800,나이스정보통신,Fintech,100,,,,,,,"['Finance and Risk Analytics Technologies', 'Cloud Infrastructure']"
036810,에프에스티,Semiconductor Materials & Equipment,100,,,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials']"
036830,솔브레인홀딩스,Semiconductor Materials & Equipment,69.57,Secondary Batteries,30.43,,,,,"['Battery & Energy Materials', 'Genomics & Diagnostics']"
036890,진성티이씨,Construction Machinery,100,,,,,,,"['Construction, Plant and Heavy Industry Technologies']"
036930,주성엔지니어링,Semiconductor Materials & Equipment,100,,,,,,,"['Semiconductor Materials', 'Solar & Wind Power', 'Advanced Optical & Electronic Materials']"
037030,파워넷,Electronic Components,100,,,,,,,"['Telecommunications and IoT Technologies', 'Semiconductor Materials']"
037070,파세코,Home Appliances,100,,,,,,,
037230,한국팩키지,Paper & Pulp,63.69,Packaging Materials,36.31,,,,,
037270,YG PLUS,Entertainment,100,,,,,,,"['Finance and Risk Analytics Technologies', 'Education and Content Technologies']"
037330,인지디스플레,Display Panel Manufacturing,68,Auto Parts,32,,,,,
037350,성도이엔지,Specialized Construction,51.2,Building Construction,48.8,,,,,"['Construction, Plant and Heavy Industry Technologies']"
037370,EG,Specialty Chemicals,70.75,Waste & Remediation,29.25,,,,,"['Battery & Energy Materials', 'Solar & Wind Power', 'Energy Storage Systems']"
037400,우리엔터프라이즈,Display Panel Manufacturing,100,,,,,,,"['Advanced Optical & Electronic Materials', 'Semiconductor Materials', 'Biopharmaceuticals']"
037440,희림,Engineering & Design Services,100,,,,,,,"['Construction, Plant and Heavy Industry Technologies']"
037460,삼지전자,Electronic Components,100,,,,,,,"['Telecommunications and IoT Technologies', 'Construction, Plant and Heavy Industry Technologies']"
037560,LG헬로비전,Telecom Services,49.16,Broadcasting,26.97,Advertising,23.87,,,['Telecommunications and IoT Technologies']
037710,광주신세계,Multiline Retail,100,,,,,,,
037760,쎄니트,Building Materials,50.82,Steel,49.18,,,,,
037950,엘컴텍,Electronic Components,100,,,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials']"
038010,제일테크노스,Building Materials,53.21,Ship Components,46.79,,,,,"['Construction, Plant and Heavy Industry Technologies']"
038060,루멘스,Display Panel Manufacturing,80.55,Auto Parts,19.45,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials', 'Mobility and Smart Transportation Technologies']"
038070,서린바이오,Biotechnology,77.37,Medical Equipment,22.63,,,,,"['Biopharmaceuticals', 'Genomics & Diagnostics', 'Digital Therapeutics']"
038110,에코플라스틱,Auto Parts,100,,,,,,,"['Advanced Materials and Chemistry', 'Mobility and Smart Transportation Technologies']"
038290,마크로젠,Biotechnology,100,,,,,,,['Genomics & Diagnostics']
038390,레드캡투어,Consumer Goods Rental Services,100,,,,,,,
038460,바이오스마트,Heavy Electrical Equipment,76.25,Electronic Components,23.75,,,,,"['Genomics & Diagnostics', 'Telecommunications and IoT Technologies']"
038500,삼표시멘트,Building Materials,100,,,,,,,
038530,케이바이오,Electronic Equipment & Devices,73.63,Medical Supplies,26.37,,,,,"['Genomics & Diagnostics', 'Telecommunications and IoT Technologies']"
038540,상상인,Banks,58.83,Securities,41.17,,,,,"['Telecommunications and IoT Technologies', 'Process Automation', 'Finance and Risk Analytics Technologies']"
038620,위즈코프,Hotels & Restaurants,57.26,Education Services,42.74,,,,,"['Process Automation', 'Mobility and Smart Transportation Technologies', 'Education and Content Technologies']"
038680,에스넷,IT Services,100,,,,,,,"['Cloud Infrastructure', 'SaaS Platforms', 'AI and Data Technologies']"
038870,에코바이오,Alternative Power,100,,,,,,,"['Hydrogen Energy', 'Energy Storage Systems', 'Carbon Capture and Utilization']"
038880,아이에이,Semiconductor Manufacturing,41.2,Auto Parts,38.09,Professional Services,20.71,,,"['Semiconductor Materials', 'Mobility and Smart Transportation Technologies']"
038950,파인디지털,Electronic Equipment & Devices,100,,,,,,,['Mobility and Smart Transportation Technologies']
039010,현대에이치티,Facility Management Services,59.17,Home Appliances,22.33,IT Services,18.51,,,"['Process Automation', 'Telecommunications and IoT Technologies', 'Cybersecurity and Authentication Technologies']"
039020,이건홀딩스,Lumber,71.97,Building Materials,28.03,,,,,
039030,이오테크닉스,Semiconductor Materials & Equipment,100,,,,,,,"['Process Automation', 'Semiconductor Materials', 'Advanced Optical & Electronic Materials']"
039130,하나투어,Travel & Tourism,100,,,,,,,
039200,오스코텍,Biotechnology,100,,,,,,,['Biopharmaceuticals']
039240,경남스틸,Steel,100,,,,,,,
039290,인포뱅크,Telecom Services,100,,,,,,,"['Telecommunications and IoT Technologies', 'Mobility and Smart Transportation Technologies']"
039310,세중,Business Support Services,74.68,Travel & Tourism,25.32,,,,,"['Process Automation', 'Industrial IoT', 'Cloud Infrastructure', 'SaaS Platforms']"
039340,한국경제TV,Publishing,52.04,Broadcasting,47.96,,,,,"['Education and Content Technologies', 'Finance and Risk Analytics Technologies']"
039420,케이엘넷,Telecom Services,58.45,IT Services,41.55,,,,,"['Cloud Infrastructure', 'Telecommunications and IoT Technologies']"
039440,에스티아이,Semiconductor Materials & Equipment,100,,,,,,,"['Semiconductor Materials', 'Advanced Optical & Electronic Materials']"
039490,키움증권,Securities,100,,,,,,,['Finance and Risk Analytics Technologies']
039560,다산네트웍스,Telecom Equipment,61.43,Auto Parts,38.57,,,,,"['Telecommunications and IoT Technologies', 'Mobility and Smart Transportation Technologies', 'Cloud Infrastructure']"
039570,HDC랩스,Real Estate Development & Management,41.03,Engineering & Design Services,24.73,Facility Management Services,19.05,Specialized Construction,15.18,"['Construction, Plant and Heavy Industry Technologies', 'Solar & Wind Power', 'Energy Storage Systems']"
039610,화성밸브,Special-purpose Machinery,100,,,,,,,
039740,한국정보공학,Trading Companies,100,,,,,,,
039830,오로라,Leisure Products,100,,,,,,,
039840,디오,Medical Equipment,100,,,,,,,
039860,나노엔텍,Medical Equipment,100,,,,,,,"['Genomics & Diagnostics', 'Digital Therapeutics']"
039980,폴라리스AI,Apparel & Accessories,54.27,Telecom Solutions,45.73,,,,,"['Telecommunications and IoT Technologies', 'System Integration']"
040160,누리플렉스,Telecom Equipment,100,,,,,,,"['Telecommunications and IoT Technologies', 'Cloud Infrastructure', 'Real-time Analytics', 'Process Automation', 'Energy Storage Systems']"
040300,YTN,Broadcasting,80.69,Real Estate Development & Management,19.31,,,,,
040350,크레오에스지,Fintech,100,,,,,,,"['Finance and Risk Analytics Technologies', 'Biopharmaceuticals']"
040420,정상제이엘에스,Education Services,100,,,,,,,['Education and Content Technologies']
040610,SG&G,Auto Parts,53.37,Freight Land Transport,46.63,,,,,"['Process Automation', 'Industrial IoT']"
040910,아이씨디,Display Materials & Equipment,100,,,,,,,"['Process Automation', 'Advanced Optical & Electronic Materials']"
041020,폴라리스오피스,Auto Parts,32.91,Synthetic Rubber & Plastics,31.44,IT Services,17.82,Pharmaceuticals,17.82,"['Generative AI', 'Cloud Infrastructure', 'SaaS Platforms', 'Cybersecurity and Authentication Technologies', 'Blockchain and Distributed Ledger Technologies']"
041190,우리기술투자,Venture Capital,100,,,,,,,
041440,현대에버다임,Special-purpose Machinery,52.02,Construction Machinery,47.98,,,,,"['Construction, Plant and Heavy Industry Technologies']"
